generator_time	making_samples_time	update_network_time	test_evaluation_times	all_times
66.70446634292603	47.12323880195618	66.42538690567017	0.00918269157409668	180.2627854347229
63.55341601371765	44.74470114707947	55.86106038093567	0.009371757507324219	164.16922616958618
67.98622441291809	45.28698778152466	42.300363063812256	0.010483503341674805	155.58476758003235
65.36998295783997	45.182228088378906	32.195579528808594	0.009604215621948242	142.75810766220093
64.92631220817566	45.42605686187744	35.26548647880554	0.009732246398925781	145.6283574104309
66.57321953773499	44.67927360534668	34.18706727027893	0.010077714920043945	145.45040607452393
64.588214635849	45.1653254032135	33.63601350784302	0.009667158126831055	143.3999707698822
64.57441878318787	47.24157428741455	39.36436367034912	0.017122268676757812	151.19840240478516
64.84828782081604	45.60816740989685	41.266074657440186	0.009783267974853516	151.7330927848816
62.846354484558105	46.584152936935425	38.97705841064453	0.009928226470947266	148.41822814941406
61.550427198410034	45.4078643321991	39.03331136703491	0.01015472412109375	146.00252199172974
63.086514472961426	45.081708908081055	40.54533338546753	0.00992584228515625	148.72421741485596
65.74160385131836	45.675384759902954	48.07305955886841	0.010580778121948242	159.50140929222107
64.47181630134583	44.80423927307129	47.294453382492065	0.010193824768066406	156.58148789405823
63.28597569465637	44.503865242004395	44.552618741989136	0.009816408157348633	152.35305786132812
63.76923441886902	44.47734045982361	54.15702176094055	0.00999140739440918	162.4143295288086
65.05965161323547	44.09415674209595	45.56963062286377	0.01050710678100586	154.73471927642822
63.633641481399536	44.84804153442383	43.07768726348877	0.009928703308105469	151.57001900672913
58.68460536003113	45.157347202301025	53.66182017326355	0.010653018951416016	157.51519203186035
57.12020564079285	45.11864757537842	44.61621451377869	0.010251760482788086	146.86607909202576
56.49492907524109	45.034717321395874	57.43763756752014	0.010014772415161133	158.97803282737732
59.27843403816223	45.767677307128906	58.933499574661255	0.010111570358276367	163.990483045578
57.6241352558136	45.569252729415894	46.125014305114746	0.009886026382446289	149.3290297985077
60.79649496078491	46.830469369888306	51.50540900230408	0.010043621063232422	159.14316844940186
66.21815371513367	45.889111280441284	49.09231638908386	0.010242938995361328	161.21058011054993
63.994266748428345	45.31564426422119	63.22988700866699	0.010123729705810547	172.5506875514984
61.494988441467285	45.19563603401184	58.2530152797699	0.010327816009521484	164.95472860336304
62.09551477432251	47.365368366241455	64.41085624694824	0.01012277603149414	173.88261437416077
60.17214846611023	46.56837034225464	56.89482808113098	0.010217905044555664	163.64706540107727
58.14969182014465	44.944589138031006	56.632917642593384	0.01044154167175293	159.7384171485901
61.79528999328613	45.31239128112793	74.83471441268921	0.013410091400146484	181.9566478729248
64.51631617546082	44.69420003890991	57.224632263183594	0.011022806167602539	166.44698810577393
57.81418061256409	45.07323479652405	64.02723932266235	0.01010751724243164	166.92553544044495
